Number;DepartureTime;DayOfWeek;From;To;Type
43;20.03.2016 10:35;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:51;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:07;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:24;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:41;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:58;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:15;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:32;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:46;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:00;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:15;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:31;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:47;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:03;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:18;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:33;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:48;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:04;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:17;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:31;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:45;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:59;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:13;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:27;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:41;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:55;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:09;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:23;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:38;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:53;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:09;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:25;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:43;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:01;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:19;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:38;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:52;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:08;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:24;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:43;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:02;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:24;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:46;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:11;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:36;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:00;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:25;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:49;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 0:14;ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 5:46;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:03;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:20;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:36;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:52;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:10;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:29;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:49;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:59;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:09;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:20;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:31;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:39;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:47;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:03;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:29;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:40;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:53;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:05;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:29;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:41;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:52;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 11:07;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 11:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 11:47;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:07;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 12:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 12:44;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:01;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:30;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:44;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:58;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:12;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:25;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:37;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:50;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:02;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:29;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:45;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:59;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:29;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:43;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:58;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:11;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:23;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:37;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:50;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:55;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:03;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:17;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:25;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:32;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:46;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:02;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:33;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:47;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:02;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:13;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:42;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:53;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:06;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:20;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:33;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:50;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 22:06;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 22:25;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 22:51;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 23:13;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 23:35;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 23:56;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
46;20.03.2016 5:46;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:06;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:26;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:46;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:05;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:21;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:39;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 7:56;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:16;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:26;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:36;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:46;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 8:55;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:14;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:26;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:38;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 9:50;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:02;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:21;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:40;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 10:59;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 11:17;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 11:35;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 11:53;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 12:09;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 12:25;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 12:38;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 12:51;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:04;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:17;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:30;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:43;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 13:56;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:09;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:21;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:33;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:46;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 14:59;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:12;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:25;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:38;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 15:51;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:04;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:17;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:30;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:43;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 16:55;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:07;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:20;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:35;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 17:50;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:06;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:22;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:38;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 18:55;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:12;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:29;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:43;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 19:57;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:10;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:23;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:36;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 20:49;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:05;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:19;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:33;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 21:55;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 22:17;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 22:40;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 23:07;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 23:34;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 23:49;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 0:10;СБ,ВС;Спутник;Кирпичная улица;Tram
46;20.03.2016 6:03;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:51;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:40;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:55;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:21;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:34;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:47;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:59;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:12;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:10;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:30;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:40;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:10;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:27;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:44;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:59;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:27;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:41;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:55;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:20;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:33;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:45;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:57;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:10;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:52;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:06;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:20;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:28;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:00;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:14;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:27;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:40;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:54;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:09;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:23;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:55;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:12;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:29;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:46;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:02;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:18;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:29;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:40;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:54;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:09;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:33;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:42;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:52;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:20;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:32;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:46;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:30;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:40;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:51;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 23:14;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 23:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:01;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:17;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:34;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 6:50;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:06;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:23;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 7:41;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:00;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:12;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:24;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:36;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 8:48;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:07;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:26;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 9:45;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:03;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:21;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:39;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 10:55;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:11;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:24;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:37;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 11:50;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:03;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:16;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:29;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:42;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 12:55;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:07;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:19;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:32;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 13:45;СБ,ВС;Кирпичная улица;Спутник;Tram
